No.  Centre         Durée          
0    1128.030000    256.040000     
1    2004.090000    443.880000     
2    4707.335000    4621.410000    
3    37349.310002   51908.740004   
4    64267.510004   365.100000     
5    76980.984998   24038.649988   
6    117371.129987  55391.699991   
7    147603.339985  4793.340004    
