No.  Centre         Durée          
0    7858.805000    946.110000     
1    23992.464999   4246.749999    
2    64411.670003   7255.660000    
3    69737.905002   351.650000     
4    73481.680000   4478.519998    
5    83111.919995   10390.679995   
6    102015.474985  4765.329998    
7    107714.914982  3328.229998    
8    117572.444977  6277.889997    
