No.  Centre         Durée          
0    334.675000     469.350000     
1    13981.080000   316.720000     
2    19830.980000   873.280000     
3    37656.634999   4605.870001    
4    45031.260000   2028.340000    
5    62009.495004   1702.170000    
6    65379.695004   303.290000     
7    68868.345003   2345.309999    
8    74376.650000   2358.819999    
9    98035.459987   5333.219997    
10   117557.124977  2337.889999    
11   139353.679979  21292.660016   
